Id,Date,Time,TotalIntensity,AverageIntensity
1503960366,4/17/2016,1:00 AM,0,0.00
1503960366,4/17/2016,2:00 AM,0,0.00
1503960366,4/17/2016,3:00 AM,1,0.02
1503960366,4/17/2016,4:00 AM,0,0.00
1503960366,4/17/2016,5:00 AM,0,0.00
1503960366,4/17/2016,6:00 AM,0,0.00
1503960366,4/17/2016,7:00 AM,0,0.00
1503960366,4/17/2016,8:00 AM,0,0.00
1503960366,4/17/2016,9:00 AM,0,0.00
1503960366,4/17/2016,10:00 AM,0,0.00
1503960366,4/17/2016,11:00 AM,9,0.15
1503960366,4/17/2016,12:00 PM,18,0.30
1503960366,4/17/2016,1:00 PM,23,0.38
1503960366,4/17/2016,2:00 PM,10,0.17
1503960366,4/17/2016,3:00 PM,13,0.22
1503960366,4/17/2016,4:00 PM,2,0.03
1503960366,4/17/2016,5:00 PM,71,1.18
1503960366,4/17/2016,6:00 PM,39,0.65
1503960366,4/17/2016,7:00 PM,24,0.40
1503960366,4/17/2016,8:00 PM,87,1.45
1503960366,4/17/2016,9:00 PM,16,0.27
1503960366,4/17/2016,10:00 PM,5,0.08
1503960366,4/17/2016,11:00 PM,0,0.00
1503960366,4/18/2016,12:00 AM,21,0.35
1503960366,4/18/2016,1:00 AM,0,0.00
1503960366,4/18/2016,2:00 AM,0,0.00
1503960366,4/18/2016,3:00 AM,0,0.00
1503960366,4/18/2016,4:00 AM,0,0.00
1503960366,4/18/2016,5:00 AM,0,0.00
1503960366,4/18/2016,6:00 AM,0,0.00
1503960366,4/18/2016,7:00 AM,0,0.00
1503960366,4/18/2016,8:00 AM,0,0.00
1503960366,4/18/2016,9:00 AM,39,0.65
1503960366,4/18/2016,10:00 AM,17,0.28
1503960366,4/18/2016,11:00 AM,15,0.25
1503960366,4/18/2016,12:00 PM,40,0.67
1503960366,4/18/2016,1:00 PM,9,0.15
1503960366,4/18/2016,2:00 PM,7,0.12
1503960366,4/18/2016,3:00 PM,14,0.23
1503960366,4/18/2016,4:00 PM,17,0.28
1503960366,4/18/2016,5:00 PM,18,0.30
1503960366,4/18/2016,6:00 PM,114,1.90
1503960366,4/18/2016,7:00 PM,30,0.50
1503960366,4/18/2016,8:00 PM,2,0.03
1503960366,4/18/2016,9:00 PM,11,0.18
1503960366,4/18/2016,10:00 PM,19,0.32
1503960366,4/18/2016,11:00 PM,18,0.30
1503960366,4/19/2016,12:00 AM,0,0.00
1503960366,4/19/2016,1:00 AM,1,0.02
1503960366,4/19/2016,2:00 AM,0,0.00
1503960366,4/19/2016,3:00 AM,2,0.03
1503960366,4/19/2016,4:00 AM,0,0.00
1503960366,4/19/2016,5:00 AM,0,0.00
1503960366,4/19/2016,6:00 AM,1,0.02
1503960366,4/19/2016,7:00 AM,19,0.32
1503960366,4/19/2016,8:00 AM,38,0.63
1503960366,4/19/2016,9:00 AM,16,0.27
1503960366,4/19/2016,10:00 AM,16,0.27
1503960366,4/19/2016,11:00 AM,13,0.22
1503960366,4/19/2016,12:00 PM,61,1.02
1503960366,4/19/2016,1:00 PM,65,1.08
1503960366,4/19/2016,2:00 PM,12,0.20
1503960366,4/19/2016,3:00 PM,12,0.20
1503960366,4/19/2016,4:00 PM,9,0.15
1503960366,4/19/2016,5:00 PM,13,0.22
1503960366,4/19/2016,6:00 PM,30,0.50
1503960366,4/19/2016,7:00 PM,31,0.52
1503960366,4/19/2016,8:00 PM,69,1.15
1503960366,4/19/2016,9:00 PM,16,0.27
1503960366,4/19/2016,10:00 PM,4,0.07
1503960366,4/19/2016,11:00 PM,48,0.80
1503960366,4/20/2016,12:00 AM,2,0.03
1503960366,4/20/2016,1:00 AM,2,0.03
1503960366,4/20/2016,2:00 AM,0,0.00
1503960366,4/20/2016,3:00 AM,0,0.00
1503960366,4/20/2016,4:00 AM,0,0.00
1503960366,4/20/2016,5:00 AM,0,0.00
1503960366,4/20/2016,6:00 AM,0,0.00
1503960366,4/20/2016,7:00 AM,3,0.05
1503960366,4/20/2016,8:00 AM,14,0.23
1503960366,4/20/2016,9:00 AM,50,0.83
1503960366,4/20/2016,10:00 AM,13,0.22
1503960366,4/20/2016,11:00 AM,1,0.02
1503960366,4/20/2016,12:00 PM,8,0.13
1503960366,4/20/2016,1:00 PM,5,0.08
1503960366,4/20/2016,2:00 PM,39,0.65
1503960366,4/20/2016,3:00 PM,21,0.35
1503960366,4/20/2016,4:00 PM,11,0.18
1503960366,4/20/2016,5:00 PM,2,0.03
1503960366,4/20/2016,6:00 PM,32,0.53
1503960366,4/20/2016,7:00 PM,36,0.60
1503960366,4/20/2016,8:00 PM,12,0.20
1503960366,4/20/2016,9:00 PM,22,0.37
1503960366,4/20/2016,10:00 PM,7,0.12
1503960366,4/20/2016,11:00 PM,33,0.55
1503960366,4/21/2016,12:00 AM,2,0.03
1503960366,4/21/2016,1:00 AM,8,0.13
1503960366,4/21/2016,2:00 AM,5,0.08
1503960366,4/21/2016,3:00 AM,0,0.00
1503960366,4/21/2016,4:00 AM,0,0.00
1503960366,4/21/2016,5:00 AM,0,0.00
1503960366,4/21/2016,6:00 AM,0,0.00
1503960366,4/21/2016,7:00 AM,3,0.05
1503960366,4/21/2016,8:00 AM,15,0.25
1503960366,4/21/2016,9:00 AM,26,0.43
1503960366,4/21/2016,10:00 AM,16,0.27
1503960366,4/21/2016,11:00 AM,0,0.00
1503960366,4/21/2016,12:00 PM,11,0.18
1503960366,4/21/2016,1:00 PM,25,0.42
1503960366,4/21/2016,2:00 PM,2,0.03
1503960366,4/21/2016,3:00 PM,8,0.13
1503960366,4/21/2016,4:00 PM,4,0.07
1503960366,4/21/2016,5:00 PM,5,0.08
1503960366,4/21/2016,6:00 PM,9,0.15
1503960366,4/21/2016,7:00 PM,8,0.13
1503960366,4/21/2016,8:00 PM,92,1.53
1503960366,4/21/2016,9:00 PM,21,0.35
1503960366,4/21/2016,10:00 PM,9,0.15
1503960366,4/21/2016,11:00 PM,15,0.25
1503960366,4/22/2016,12:00 AM,0,0.00
1503960366,4/22/2016,1:00 AM,0,0.00
1503960366,4/22/2016,2:00 AM,0,0.00
1503960366,4/22/2016,3:00 AM,0,0.00
1503960366,4/22/2016,4:00 AM,0,0.00
1503960366,4/22/2016,5:00 AM,0,0.00
1503960366,4/22/2016,6:00 AM,0,0.00
1503960366,4/22/2016,7:00 AM,0,0.00
1503960366,4/22/2016,8:00 AM,0,0.00
1503960366,4/22/2016,9:00 AM,13,0.22
1503960366,4/22/2016,10:00 AM,2,0.03
1503960366,4/22/2016,11:00 AM,34,0.57
1503960366,4/22/2016,12:00 PM,2,0.03
1503960366,4/22/2016,1:00 PM,4,0.07
1503960366,4/22/2016,2:00 PM,0,0.00
1503960366,4/22/2016,3:00 PM,10,0.17
1503960366,4/22/2016,4:00 PM,4,0.07
1503960366,4/22/2016,5:00 PM,18,0.30
1503960366,4/22/2016,6:00 PM,23,0.38
1503960366,4/22/2016,7:00 PM,16,0.27
1503960366,4/22/2016,8:00 PM,13,0.22
1503960366,4/22/2016,9:00 PM,159,2.65
1503960366,4/22/2016,10:00 PM,30,0.50
1503960366,4/22/2016,11:00 PM,54,0.90
1503960366,4/23/2016,12:00 AM,9,0.15
1503960366,4/23/2016,1:00 AM,0,0.00
1503960366,4/23/2016,2:00 AM,1,0.02
1503960366,4/23/2016,3:00 AM,0,0.00
1503960366,4/23/2016,4:00 AM,0,0.00
1503960366,4/23/2016,5:00 AM,0,0.00
1503960366,4/23/2016,6:00 AM,2,0.03
1503960366,4/23/2016,7:00 AM,0,0.00
1503960366,4/23/2016,8:00 AM,8,0.13
1503960366,4/23/2016,9:00 AM,17,0.28
1503960366,4/23/2016,10:00 AM,4,0.07
1503960366,4/23/2016,11:00 AM,11,0.18
1503960366,4/23/2016,12:00 PM,49,0.82
1503960366,4/23/2016,1:00 PM,51,0.85
1503960366,4/23/2016,2:00 PM,20,0.33
1503960366,4/23/2016,3:00 PM,15,0.25
1503960366,4/23/2016,4:00 PM,52,0.87
1503960366,4/23/2016,5:00 PM,26,0.43
1503960366,4/23/2016,6:00 PM,66,1.10
1503960366,4/23/2016,7:00 PM,2,0.03
1503960366,4/23/2016,8:00 PM,9,0.15
1503960366,4/23/2016,9:00 PM,54,0.90
1503960366,4/23/2016,10:00 PM,25,0.42
1503960366,4/23/2016,11:00 PM,6,0.10
1503960366,4/24/2016,12:00 AM,10,0.17
1503960366,4/24/2016,1:00 AM,2,0.03
1503960366,4/24/2016,2:00 AM,0,0.00
1503960366,4/24/2016,3:00 AM,0,0.00
1503960366,4/24/2016,4:00 AM,1,0.02
1503960366,4/24/2016,5:00 AM,0,0.00
1503960366,4/24/2016,6:00 AM,1,0.02
1503960366,4/24/2016,7:00 AM,0,0.00
1503960366,4/24/2016,8:00 AM,1,0.02
1503960366,4/24/2016,9:00 AM,8,0.13
1503960366,4/24/2016,10:00 AM,26,0.43
1503960366,4/24/2016,11:00 AM,12,0.20
1503960366,4/24/2016,12:00 PM,12,0.20
1503960366,4/24/2016,1:00 PM,12,0.20
1503960366,4/24/2016,2:00 PM,1,0.02
1503960366,4/24/2016,3:00 PM,2,0.03
1503960366,4/24/2016,4:00 PM,29,0.48
1503960366,4/24/2016,5:00 PM,25,0.42
1503960366,4/24/2016,6:00 PM,40,0.67
1503960366,4/24/2016,7:00 PM,131,2.18
1503960366,4/24/2016,8:00 PM,18,0.30
1503960366,4/24/2016,9:00 PM,17,0.28
1503960366,4/24/2016,10:00 PM,7,0.12
1503960366,4/24/2016,11:00 PM,10,0.17
1503960366,4/25/2016,12:00 AM,8,0.13
1503960366,4/25/2016,1:00 AM,3,0.05
1503960366,4/25/2016,2:00 AM,6,0.10
1503960366,4/25/2016,3:00 AM,0,0.00
1503960366,4/25/2016,4:00 AM,2,0.03
1503960366,4/25/2016,5:00 AM,1,0.02
1503960366,4/25/2016,6:00 AM,0,0.00
1503960366,4/25/2016,7:00 AM,3,0.05
1503960366,4/25/2016,8:00 AM,22,0.37
1503960366,4/25/2016,9:00 AM,46,0.77
1503960366,4/25/2016,10:00 AM,12,0.20
1503960366,4/25/2016,11:00 AM,24,0.40
1503960366,4/25/2016,12:00 PM,19,0.32
1503960366,4/25/2016,1:00 PM,13,0.22
1503960366,4/25/2016,2:00 PM,5,0.08
1503960366,4/25/2016,3:00 PM,13,0.22
1503960366,4/25/2016,4:00 PM,10,0.17
1503960366,4/25/2016,5:00 PM,8,0.13
1503960366,4/25/2016,6:00 PM,6,0.10
1503960366,4/25/2016,7:00 PM,86,1.43
1503960366,4/25/2016,8:00 PM,30,0.50
1503960366,4/25/2016,9:00 PM,132,2.20
1503960366,4/25/2016,10:00 PM,11,0.18
1503960366,4/25/2016,11:00 PM,3,0.05
1503960366,4/26/2016,12:00 AM,4,0.07
1503960366,4/26/2016,1:00 AM,11,0.18
1503960366,4/26/2016,2:00 AM,0,0.00
1503960366,4/26/2016,3:00 AM,11,0.18
1503960366,4/26/2016,4:00 AM,0,0.00
1503960366,4/26/2016,5:00 AM,1,0.02
1503960366,4/26/2016,6:00 AM,0,0.00
1503960366,4/26/2016,7:00 AM,3,0.05
1503960366,4/26/2016,8:00 AM,13,0.22
1503960366,4/26/2016,9:00 AM,31,0.52
1503960366,4/26/2016,10:00 AM,22,0.37
1503960366,4/26/2016,11:00 AM,17,0.28
1503960366,4/26/2016,12:00 PM,10,0.17
1503960366,4/26/2016,1:00 PM,42,0.70
1503960366,4/26/2016,2:00 PM,60,1.00
1503960366,4/26/2016,3:00 PM,9,0.15
1503960366,4/26/2016,4:00 PM,22,0.37
1503960366,4/26/2016,5:00 PM,5,0.08
1503960366,4/26/2016,6:00 PM,72,1.20
1503960366,4/26/2016,7:00 PM,15,0.25
1503960366,4/26/2016,8:00 PM,26,0.43
1503960366,4/26/2016,9:00 PM,14,0.23
1503960366,4/26/2016,10:00 PM,9,0.15
1503960366,4/26/2016,11:00 PM,21,0.35
1503960366,4/27/2016,12:00 AM,10,0.17
1503960366,4/27/2016,1:00 AM,5,0.08
1503960366,4/27/2016,2:00 AM,2,0.03
1503960366,4/27/2016,3:00 AM,0,0.00
1503960366,4/27/2016,4:00 AM,0,0.00
1503960366,4/27/2016,5:00 AM,0,0.00
1503960366,4/27/2016,6:00 AM,0,0.00
1503960366,4/27/2016,7:00 AM,0,0.00
1503960366,4/27/2016,8:00 AM,0,0.00
1503960366,4/27/2016,9:00 AM,33,0.55
1503960366,4/27/2016,10:00 AM,27,0.45
1503960366,4/27/2016,11:00 AM,23,0.38
1503960366,4/27/2016,12:00 PM,12,0.20
1503960366,4/27/2016,1:00 PM,13,0.22
1503960366,4/27/2016,2:00 PM,35,0.58
1503960366,4/27/2016,3:00 PM,6,0.10
1503960366,4/27/2016,4:00 PM,7,0.12
1503960366,4/27/2016,5:00 PM,13,0.22
1503960366,4/27/2016,6:00 PM,73,1.22
1503960366,4/27/2016,7:00 PM,150,2.50
1503960366,4/27/2016,8:00 PM,70,1.17
1503960366,4/27/2016,9:00 PM,20,0.33
1503960366,4/27/2016,10:00 PM,0,0.00
1503960366,4/27/2016,11:00 PM,0,0.00
1503960366,4/28/2016,12:00 AM,0,0.00
1503960366,4/28/2016,1:00 AM,10,0.17
1503960366,4/28/2016,2:00 AM,0,0.00
1503960366,4/28/2016,3:00 AM,0,0.00
1503960366,4/28/2016,4:00 AM,0,0.00
1503960366,4/28/2016,5:00 AM,0,0.00
1503960366,4/28/2016,6:00 AM,0,0.00
1503960366,4/28/2016,7:00 AM,1,0.02
1503960366,4/28/2016,8:00 AM,11,0.18
1503960366,4/28/2016,9:00 AM,38,0.63
1503960366,4/28/2016,10:00 AM,19,0.32
1503960366,4/28/2016,11:00 AM,10,0.17
1503960366,4/28/2016,12:00 PM,16,0.27
1503960366,4/28/2016,1:00 PM,33,0.55
1503960366,4/28/2016,2:00 PM,47,0.78
1503960366,4/28/2016,3:00 PM,5,0.08
1503960366,4/28/2016,4:00 PM,10,0.17
1503960366,4/28/2016,5:00 PM,11,0.18
1503960366,4/28/2016,6:00 PM,56,0.93
1503960366,4/28/2016,7:00 PM,1,0.02
1503960366,4/28/2016,8:00 PM,50,0.83
1503960366,4/28/2016,9:00 PM,21,0.35
1503960366,4/28/2016,10:00 PM,2,0.03
1503960366,4/28/2016,11:00 PM,48,0.80
1503960366,4/29/2016,12:00 AM,9,0.15
1503960366,4/29/2016,1:00 AM,0,0.00
1503960366,4/29/2016,2:00 AM,4,0.07
1503960366,4/29/2016,3:00 AM,0,0.00
1503960366,4/29/2016,4:00 AM,0,0.00
1503960366,4/29/2016,5:00 AM,0,0.00
1503960366,4/29/2016,6:00 AM,0,0.00
1503960366,4/29/2016,7:00 AM,3,0.05
1503960366,4/29/2016,8:00 AM,13,0.22
1503960366,4/29/2016,9:00 AM,33,0.55
1503960366,4/29/2016,10:00 AM,4,0.07
1503960366,4/29/2016,11:00 AM,4,0.07
1503960366,4/29/2016,12:00 PM,6,0.10
1503960366,4/29/2016,1:00 PM,6,0.10
1503960366,4/29/2016,2:00 PM,56,0.93
1503960366,4/29/2016,3:00 PM,23,0.38
1503960366,4/29/2016,4:00 PM,10,0.17
1503960366,4/29/2016,5:00 PM,9,0.15
1503960366,4/29/2016,6:00 PM,5,0.08
1503960366,4/29/2016,7:00 PM,11,0.18
1503960366,4/29/2016,8:00 PM,16,0.27
1503960366,4/29/2016,9:00 PM,20,0.33
1503960366,4/29/2016,10:00 PM,27,0.45
1503960366,4/29/2016,11:00 PM,56,0.93
1503960366,4/30/2016,12:00 AM,1,0.02
1503960366,4/30/2016,1:00 AM,7,0.12
1503960366,4/30/2016,2:00 AM,0,0.00
1503960366,4/30/2016,3:00 AM,1,0.02
1503960366,4/30/2016,4:00 AM,0,0.00
1503960366,4/30/2016,5:00 AM,0,0.00
1503960366,4/30/2016,6:00 AM,0,0.00
1503960366,4/30/2016,7:00 AM,0,0.00
1503960366,4/30/2016,8:00 AM,3,0.05
1503960366,4/30/2016,9:00 AM,11,0.18
1503960366,4/30/2016,10:00 AM,17,0.28
1503960366,4/30/2016,11:00 AM,7,0.12
1503960366,4/30/2016,12:00 PM,4,0.07
1503960366,4/30/2016,1:00 PM,11,0.18
1503960366,4/30/2016,2:00 PM,22,0.37
1503960366,4/30/2016,3:00 PM,26,0.43
1503960366,4/30/2016,4:00 PM,99,1.65
1503960366,4/30/2016,5:00 PM,55,0.92
1503960366,4/30/2016,6:00 PM,71,1.18
1503960366,4/30/2016,7:00 PM,4,0.07
1503960366,4/30/2016,8:00 PM,5,0.08
1503960366,4/30/2016,9:00 PM,22,0.37
1503960366,4/30/2016,10:00 PM,47,0.78
1503960366,4/30/2016,11:00 PM,28,0.47
1503960366,5/1/2016,12:00 AM,9,0.15
1503960366,5/1/2016,1:00 AM,8,0.13
1503960366,5/1/2016,2:00 AM,2,0.03
1503960366,5/1/2016,3:00 AM,1,0.02
1503960366,5/1/2016,4:00 AM,0,0.00
1503960366,5/1/2016,5:00 AM,0,0.00
1503960366,5/1/2016,6:00 AM,0,0.00
1503960366,5/1/2016,7:00 AM,3,0.05
1503960366,5/1/2016,8:00 AM,6,0.10
1503960366,5/1/2016,9:00 AM,12,0.20
1503960366,5/1/2016,10:00 AM,6,0.10
1503960366,5/1/2016,11:00 AM,10,0.17
1503960366,5/1/2016,12:00 PM,10,0.17
1503960366,5/1/2016,1:00 PM,5,0.08
1503960366,5/1/2016,2:00 PM,25,0.42
1503960366,5/1/2016,3:00 PM,21,0.35
1503960366,5/1/2016,4:00 PM,23,0.38
1503960366,5/1/2016,5:00 PM,33,0.55
1503960366,5/1/2016,6:00 PM,70,1.17
1503960366,5/1/2016,7:00 PM,14,0.23
1503960366,5/1/2016,8:00 PM,6,0.10
1503960366,5/1/2016,9:00 PM,25,0.42
1503960366,5/1/2016,10:00 PM,50,0.83
1503960366,5/1/2016,11:00 PM,76,1.27
1503960366,5/2/2016,12:00 AM,0,0.00
1503960366,5/2/2016,1:00 AM,7,0.12
1503960366,5/2/2016,2:00 AM,0,0.00
1503960366,5/2/2016,3:00 AM,1,0.02
1503960366,5/2/2016,4:00 AM,0,0.00
1503960366,5/2/2016,5:00 AM,0,0.00
1503960366,5/2/2016,6:00 AM,0,0.00
1503960366,5/2/2016,7:00 AM,3,0.05
1503960366,5/2/2016,8:00 AM,12,0.20
1503960366,5/2/2016,9:00 AM,30,0.50
1503960366,5/2/2016,10:00 AM,19,0.32
1503960366,5/2/2016,11:00 AM,16,0.27
1503960366,5/2/2016,12:00 PM,64,1.07
1503960366,5/2/2016,1:00 PM,21,0.35
1503960366,5/2/2016,2:00 PM,13,0.22
1503960366,5/2/2016,3:00 PM,11,0.18
1503960366,5/2/2016,4:00 PM,24,0.40
1503960366,5/2/2016,5:00 PM,12,0.20
1503960366,5/2/2016,6:00 PM,9,0.15
1503960366,5/2/2016,7:00 PM,13,0.22
1503960366,5/2/2016,8:00 PM,105,1.75
1503960366,5/2/2016,9:00 PM,25,0.42
1503960366,5/2/2016,10:00 PM,28,0.47
1503960366,5/2/2016,11:00 PM,17,0.28
1503960366,5/3/2016,12:00 AM,3,0.05
1503960366,5/3/2016,1:00 AM,6,0.10
1503960366,5/3/2016,2:00 AM,1,0.02
1503960366,5/3/2016,3:00 AM,5,0.08
1503960366,5/3/2016,4:00 AM,0,0.00
1503960366,5/3/2016,5:00 AM,0,0.00
1503960366,5/3/2016,6:00 AM,2,0.03
1503960366,5/3/2016,7:00 AM,3,0.05
1503960366,5/3/2016,8:00 AM,11,0.18
1503960366,5/3/2016,9:00 AM,24,0.40
1503960366,5/3/2016,10:00 AM,25,0.42
1503960366,5/3/2016,11:00 AM,12,0.20
1503960366,5/3/2016,12:00 PM,17,0.28
1503960366,5/3/2016,1:00 PM,23,0.38
1503960366,5/3/2016,2:00 PM,26,0.43
1503960366,5/3/2016,3:00 PM,46,0.77
1503960366,5/3/2016,4:00 PM,33,0.55
1503960366,5/3/2016,5:00 PM,18,0.30
1503960366,5/3/2016,6:00 PM,86,1.43
1503960366,5/3/2016,7:00 PM,5,0.08
1503960366,5/3/2016,8:00 PM,1,0.02
1503960366,5/3/2016,9:00 PM,37,0.62
1503960366,5/3/2016,10:00 PM,58,0.97
1503960366,5/3/2016,11:00 PM,10,0.17
1503960366,5/4/2016,12:00 AM,17,0.28
1503960366,5/4/2016,1:00 AM,2,0.03
1503960366,5/4/2016,2:00 AM,0,0.00
1503960366,5/4/2016,3:00 AM,0,0.00
1503960366,5/4/2016,4:00 AM,0,0.00
1503960366,5/4/2016,5:00 AM,0,0.00
1503960366,5/4/2016,6:00 AM,0,0.00
1503960366,5/4/2016,7:00 AM,0,0.00
1503960366,5/4/2016,8:00 AM,4,0.07
1503960366,5/4/2016,9:00 AM,22,0.37
1503960366,5/4/2016,10:00 AM,26,0.43
1503960366,5/4/2016,11:00 AM,7,0.12
1503960366,5/4/2016,12:00 PM,12,0.20
1503960366,5/4/2016,1:00 PM,16,0.27
1503960366,5/4/2016,2:00 PM,67,1.12
1503960366,5/4/2016,3:00 PM,7,0.12
1503960366,5/4/2016,4:00 PM,6,0.10
1503960366,5/4/2016,5:00 PM,11,0.18
1503960366,5/4/2016,6:00 PM,62,1.03
1503960366,5/4/2016,7:00 PM,19,0.32
1503960366,5/4/2016,8:00 PM,30,0.50
1503960366,5/4/2016,9:00 PM,39,0.65
1503960366,5/4/2016,10:00 PM,8,0.13
1503960366,5/4/2016,11:00 PM,0,0.00
1503960366,5/5/2016,12:00 AM,6,0.10
1503960366,5/5/2016,1:00 AM,6,0.10
1503960366,5/5/2016,2:00 AM,2,0.03
1503960366,5/5/2016,3:00 AM,0,0.00
1503960366,5/5/2016,4:00 AM,4,0.07
1503960366,5/5/2016,5:00 AM,0,0.00
